CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned
5149,14018,648,Cristina,Xu,1948-05-24,M,F,10000.0,2.0,1.0,Partial High School,Clerical,1.0,2.0
5150,14019,527,Lucas,Robinson,1977-02-04,S,M,70000.0,0.0,0.0,Partial College,Skilled Manual,1.0,2.0
5151,14020,637,Misty,Shen,1950-10-19,M,F,10000.0,2.0,1.0,Partial High School,Clerical,1.0,3.0
5152,14021,554,Walter,Romero,1950-01-07,S,M,20000.0,2.0,1.0,Partial High School,Clerical,1.0,2.0
5153,14022,468,Edwin,Sharma,1950-02-04,M,M,20000.0,2.0,1.0,Partial High School,Clerical,1.0,2.0
5154,14023,558,Patricia,Perez,1951-09-13,M,F,20000.0,2.0,1.0,Partial High School,Clerical,1.0,2.0
5155,14024,443,Carolyn,Sanz,1980-03-10,S,F,40000.0,0.0,0.0,Bachelors,Professional,1.0,2.0
5156,14025,610,Brad,Pritchett,1980-06-02,S,M,40000.0,0.0,0.0,Bachelors,Professional,0.0,2.0
5157,14026,552,Spencer,Bryant,1979-12-19,S,M,70000.0,0.0,0.0,Partial College,Skilled Manual,0.0,2.0
5158,14027,637,Mitchell,Andersen,1952-05-06,M,M,20000.0,2.0,1.0,Partial High School,Clerical,1.0,3.0
5159,14028,512,Meredith,Mehta,1953-01-15,M,F,40000.0,2.0,0.0,Partial College,Skilled Manual,0.0,2.0
5160,14029,518,Brenda,Gonzalez,1953-03-26,M,F,40000.0,2.0,0.0,Partial College,Skilled Manual,1.0,2.0
5161,14030,534,Alberto,Hernandez,1953-04-14,S,M,40000.0,2.0,0.0,Partial College,Skilled Manual,1.0,2.0
5162,14031,613,Jessie,Romero,1953-06-26,S,F,40000.0,2.0,0.0,Partial College,Skilled Manual,1.0,2.0
5163,14032,553,Kristina,Malhotra,1954-11-27,S,F,40000.0,3.0,0.0,Partial High School,Clerical,0.0,2.0
5164,14033,558,Meredith,Rana,1954-01-17,S,F,40000.0,3.0,0.0,Partial High School,Clerical,0.0,2.0
5165,14034,655,Omar,Zhu,1954-11-12,S,M,40000.0,3.0,0.0,Partial High School,Clerical,0.0,2.0
5166,14035,613,Anne,Martin,1955-10-25,S,F,80000.0,2.0,0.0,Partial College,Skilled Manual,1.0,2.0
5167,14036,518,Mandy,Lin,1955-05-02,S,F,80000.0,2.0,0.0,Partial College,Skilled Manual,0.0,2.0
5168,14037,634,Jenny,Ye,1955-04-16,S,F,80000.0,2.0,0.0,Partial College,Skilled Manual,0.0,2.0
5169,14038,531,Terrence,Rai,1955-10-09,M,M,80000.0,2.0,0.0,Partial College,Skilled Manual,0.0,2.0
5170,14039,597,Isabella,Hall,1975-01-19,S,F,40000.0,0.0,0.0,Partial College,Skilled Manual,0.0,2.0
5171,14040,644,Alexis,Clark,1975-02-12,S,F,40000.0,0.0,0.0,High School,Skilled Manual,1.0,2.0
5172,14041,686,Julian,Perry,1975-02-21,S,M,40000.0,0.0,0.0,High School,Skilled Manual,0.0,2.0
5173,14042,575,Hunter,Phillips,1975-07-25,S,M,40000.0,0.0,0.0,High School,Skilled Manual,1.0,2.0
5174,14043,582,Arif,Rizaldy,1975-08-28,S,F,40000.0,0.0,0.0,High School,Skilled Manual,0.0,2.0
5175,14044,445,Damien,Rai,1975-02-20,S,M,40000.0,0.0,0.0,High School,Skilled Manual,1.0,2.0
5176,14045,707,Emma,Bailey,1975-08-10,S,F,60000.0,0.0,0.0,Partial College,Skilled Manual,0.0,2.0
5177,14046,583,Paige,Russell,1974-03-03,M,F,50000.0,0.0,0.0,High School,Skilled Manual,1.0,2.0
5178,14047,668,Caleb,Long,1973-09-10,M,M,60000.0,0.0,0.0,Partial College,Skilled Manual,1.0,2.0
5179,14048,527,Trevor,Long,1973-11-10,M,M,60000.0,0.0,0.0,Partial College,Professional,1.0,2.0
5180,14049,467,Yolanda,Sharma,1973-02-10,S,F,70000.0,0.0,0.0,Partial College,Professional,0.0,2.0
5181,14050,619,Candice,Ye,1973-06-20,M,F,70000.0,0.0,0.0,Partial College,Professional,1.0,2.0
5182,14051,619,Darryl,Chen,1973-05-06,S,M,70000.0,0.0,0.0,Partial College,Professional,1.0,2.0
5183,14052,706,Suzanne,Cai,1956-03-27,S,F,80000.0,2.0,0.0,High School,Skilled Manual,1.0,2.0
5184,14053,558,Sandra,Lin,1956-01-24,S,F,80000.0,2.0,0.0,High School,Skilled Manual,0.0,2.0
5185,14054,554,Colin,Andersen,1957-08-23,M,M,70000.0,2.0,0.0,High School,Skilled Manual,1.0,2.0
5186,14055,637,Sheila,Alonso,1958-03-02,S,F,100000.0,1.0,0.0,Bachelors,Management,0.0,4.0
5187,14056,471,Erik,Navarro,1958-02-06,M,M,100000.0,1.0,1.0,Bachelors,Management,0.0,1.0
5188,14057,493,Wayne,Black,1958-02-19,M,M,100000.0,1.0,1.0,Bachelors,Management,1.0,1.0
5189,14058,561,Jerome,Gomez,1959-11-13,S,M,100000.0,1.0,1.0,Bachelors,Management,0.0,3.0
5190,14059,478,Corey,Raji,1959-01-06,M,M,100000.0,1.0,1.0,Bachelors,Management,1.0,3.0
5191,14060,523,Sean,Ward,1973-04-25,S,M,70000.0,0.0,0.0,Partial College,Professional,1.0,2.0
5192,14061,619,Noah,Martinez,1973-01-17,S,M,80000.0,0.0,0.0,Bachelors,Management,0.0,1.0
5193,14062,562,Julia,Hughes,1974-07-23,S,F,50000.0,0.0,0.0,High School,Professional,0.0,2.0
5194,14063,571,Kaitlyn,Young,1974-12-20,S,F,50000.0,0.0,0.0,High School,Professional,1.0,2.0
5195,14064,583,Dylan,Williams,1974-04-19,M,M,50000.0,0.0,0.0,Partial High School,Skilled Manual,0.0,2.0
5196,14065,560,James,Harris,1966-02-18,S,M,150000.0,0.0,0.0,Bachelors,Management,0.0,2.0
5197,14066,693,Thomas,Henderson,1957-11-22,M,M,70000.0,2.0,0.0,Partial High School,Skilled Manual,1.0,2.0
5198,14067,682,Charles,Robinson,1957-05-20,S,M,70000.0,2.0,0.0,Partial High School,Skilled Manual,0.0,2.0
5199,14068,495,Melanie,Butler,1964-11-12,S,F,40000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
5200,14069,610,Robert,Shan,1964-06-21,S,M,60000.0,4.0,4.0,Bachelors,Skilled Manual,0.0,2.0
5201,14070,597,Lori,Ortega,1964-11-02,M,F,60000.0,4.0,4.0,Bachelors,Skilled Manual,1.0,3.0
5202,14071,467,Melody,Alvarez,1964-03-26,M,F,60000.0,4.0,4.0,Bachelors,Skilled Manual,1.0,3.0
5203,14072,658,Natalie,Brooks,1964-02-18,M,F,60000.0,5.0,5.0,Bachelors,Skilled Manual,1.0,3.0
5204,14073,686,Alyssa,Murphy,1964-09-27,S,F,60000.0,4.0,2.0,Bachelors,Skilled Manual,0.0,2.0
5205,14074,620,Shelby,Stewart,1964-02-24,M,F,60000.0,4.0,2.0,Bachelors,Skilled Manual,1.0,2.0
5206,14075,500,Samantha,Jackson,1963-11-23,M,F,70000.0,4.0,2.0,Bachelors,Professional,1.0,2.0
5207,14076,546,Samantha,Thompson,1963-05-27,M,F,70000.0,4.0,2.0,Bachelors,Professional,1.0,2.0
5208,14077,505,Nicole,Jenkins,1963-08-15,M,F,60000.0,3.0,2.0,Graduate Degree,Professional,0.0,0.0
5209,14078,559,Wyatt,Clark,1963-08-09,M,M,60000.0,3.0,2.0,Graduate Degree,Professional,0.0,0.0
5210,14079,653,James,Jenkins,1962-03-28,M,M,40000.0,3.0,2.0,High School,Skilled Manual,1.0,2.0
5211,14080,535,Riley,Perry,1962-06-20,S,F,70000.0,1.0,0.0,Bachelors,Professional,1.0,1.0
5212,14081,445,Marissa,Long,1962-01-15,S,F,70000.0,1.0,0.0,Bachelors,Professional,1.0,1.0
5213,14082,631,Melanie,Morris,1961-09-08,S,F,30000.0,0.0,0.0,Bachelors,Professional,0.0,2.0
5214,14083,584,William,Martinez,1961-02-02,M,M,40000.0,4.0,3.0,High School,Skilled Manual,1.0,2.0
5215,14084,584,Omar,Gao,1961-06-17,M,M,40000.0,4.0,3.0,High School,Skilled Manual,1.0,3.0
5216,14085,573,Dalton,James,1961-10-10,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,0.0,1.0
5217,14086,643,Lucas,Rogers,1961-08-25,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5218,14087,584,Jasmine,Cox,1961-08-26,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5219,14088,597,Wyatt,Young,1961-05-15,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,0.0,1.0
5220,14089,652,Victoria,Reed,1961-02-10,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5221,14090,597,Christy,Xie,1960-09-08,S,F,40000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
5222,14091,467,Ivan,Sara,1960-07-02,M,M,40000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
5223,14092,470,Jessie,Zeng,1960-01-11,S,M,40000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
5224,14093,652,Emily,Jackson,1960-10-16,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5225,14094,668,Madison,Griffin,1967-06-27,S,F,50000.0,0.0,0.0,Partial College,Skilled Manual,0.0,1.0
5226,14095,562,Charles,Thomas,1967-03-15,S,M,50000.0,0.0,0.0,Partial College,Skilled Manual,0.0,1.0
5227,14096,701,Adam,Jai,1967-07-14,S,M,50000.0,0.0,0.0,Partial College,Skilled Manual,0.0,1.0
5228,14097,583,Victoria,Bennett,1967-04-23,S,F,50000.0,0.0,0.0,Partial College,Skilled Manual,0.0,1.0
5229,14098,660,Fernando,Gonzales,1960-06-19,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5230,14099,620,Logan,Long,1960-07-27,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,0.0,1.0
5231,14100,691,Melanie,Hayes,1960-02-28,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5232,14101,467,Kristen,Huang,1959-05-14,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5233,14102,668,Wyatt,Baker,1959-04-21,M,M,60000.0,5.0,4.0,Bachelors,Professional,1.0,1.0
5234,14103,584,Stephanie,Kelly,1959-08-18,M,F,60000.0,4.0,3.0,Bachelors,Professional,1.0,0.0
5235,14104,470,Shelby,Brooks,1959-02-17,M,F,60000.0,4.0,3.0,Bachelors,Professional,1.0,0.0
5236,14105,571,Natalie,Parker,1959-10-13,S,F,70000.0,2.0,0.0,Graduate Degree,Professional,0.0,1.0
5237,14106,470,Warren,Nara,1959-11-20,S,M,80000.0,4.0,0.0,Graduate Degree,Professional,1.0,0.0
5238,14107,478,Micah,Gao,1969-11-26,M,M,90000.0,1.0,0.0,Graduate Degree,Management,1.0,0.0
5239,14108,510,Mason,Ramirez,1969-05-17,S,M,90000.0,2.0,0.0,Bachelors,Professional,0.0,0.0
5240,14109,706,Gary,Gill,1968-11-06,M,M,60000.0,2.0,2.0,Bachelors,Professional,0.0,1.0
5241,14110,680,Devin,Rivera,1970-05-06,M,M,80000.0,4.0,4.0,Graduate Degree,Management,0.0,1.0
5242,14111,599,Tabitha,Suarez,1970-01-26,M,F,80000.0,4.0,4.0,Graduate Degree,Management,0.0,1.0
5243,14112,531,Drew,Chander,1970-10-06,M,M,90000.0,2.0,0.0,Bachelors,Professional,1.0,0.0
5244,14113,634,Suzanne,Zhu,1968-10-18,M,F,60000.0,2.0,2.0,Bachelors,Professional,0.0,1.0
5245,14114,669,Randy,Gao,1968-04-17,M,M,60000.0,2.0,2.0,Bachelors,Professional,1.0,1.0
5246,14115,534,Donald,Sara,1968-10-25,S,M,60000.0,2.0,2.0,Bachelors,Professional,0.0,1.0
5247,14116,706,Raymond,Rana,1968-07-28,M,M,70000.0,5.0,5.0,Bachelors,Professional,1.0,3.0
5248,14117,509,Phillip,Sara,1968-07-08,M,M,70000.0,5.0,5.0,Bachelors,Professional,1.0,3.0
5249,14118,655,Mindy,Shan,1968-04-02,M,F,70000.0,5.0,5.0,Bachelors,Professional,0.0,3.0
5250,14119,646,Gerald,Diaz,1967-12-08,M,M,70000.0,5.0,5.0,Bachelors,Professional,1.0,3.0
5251,14120,634,Deanna,Lopez,1969-05-16,M,F,110000.0,1.0,0.0,Graduate Degree,Management,1.0,1.0
5252,14121,634,Heidi,Rodriguez,1969-12-12,S,F,110000.0,1.0,0.0,Graduate Degree,Management,0.0,1.0
5253,14122,492,Clarence,Yang,1969-09-19,M,M,110000.0,1.0,0.0,Graduate Degree,Management,1.0,1.0
5254,14123,425,Susan,Zhao,1967-03-16,S,F,80000.0,5.0,5.0,Graduate Degree,Management,1.0,2.0
5255,14124,468,Sharon,Simpson,1967-03-04,M,F,80000.0,5.0,5.0,Graduate Degree,Management,1.0,3.0
5256,14125,648,Keith,Xu,1967-10-09,S,M,80000.0,5.0,5.0,Graduate Degree,Management,1.0,3.0
5257,14126,510,Randy,Wang,1966-09-20,M,M,80000.0,5.0,5.0,Bachelors,Professional,1.0,3.0
5258,14127,655,Shane,Suri,1966-11-25,M,M,90000.0,0.0,0.0,Bachelors,Professional,1.0,0.0
5259,14128,549,Priscilla,Deng,1966-07-21,S,F,90000.0,2.0,0.0,Bachelors,Professional,0.0,0.0
5260,14129,478,Clifford,Sai,1965-06-23,M,M,60000.0,3.0,3.0,Bachelors,Professional,1.0,1.0
5261,14130,554,Allen,Raman,1965-12-08,S,M,60000.0,3.0,3.0,Bachelors,Professional,0.0,1.0
5262,14131,519,Micah,Huang,1965-02-20,M,M,70000.0,5.0,5.0,Bachelors,Professional,0.0,4.0
5263,14132,510,Gerald,Chandra,1965-10-09,M,M,70000.0,5.0,5.0,Bachelors,Professional,1.0,4.0
5264,14133,471,Lindsey,Xie,1968-03-23,M,F,70000.0,5.0,5.0,Bachelors,Professional,0.0,4.0
5265,14134,519,Kristine,Gutierrez,1968-12-05,S,F,70000.0,0.0,0.0,Bachelors,Professional,1.0,1.0
5266,14135,554,Brett,Rodriguez,1968-02-15,M,M,80000.0,5.0,5.0,Bachelors,Professional,1.0,4.0
5267,14136,699,Kelvin,Zhao,1968-05-09,S,M,80000.0,5.0,5.0,Bachelors,Professional,1.0,4.0
5268,14137,699,Ruben,Diaz,1968-07-17,S,M,80000.0,5.0,5.0,Bachelors,Professional,1.0,4.0
5269,14138,561,Nina,Raje,1968-08-01,M,F,80000.0,5.0,5.0,Bachelors,Professional,1.0,4.0
5270,14139,706,Seth,Russell,1968-09-15,M,M,80000.0,5.0,5.0,Bachelors,Professional,1.0,4.0
5271,14140,596,Carlos,Short,1964-08-25,M,M,60000.0,3.0,3.0,Bachelors,Professional,0.0,2.0
5272,14141,680,Toni,Lopez,1964-03-29,M,F,60000.0,3.0,3.0,Bachelors,Professional,1.0,2.0
5273,14142,506,Walter,Gutierrez,1973-09-16,S,M,20000.0,0.0,0.0,Partial High School,Manual,1.0,2.0
5274,14143,529,Regina,Ray,1974-11-12,S,F,30000.0,0.0,0.0,Partial College,Clerical,1.0,1.0
5275,14144,702,Destiny,Henderson,1974-04-08,S,F,30000.0,0.0,0.0,Partial College,Clerical,0.0,1.0
5276,14145,482,Johnathan,Fernandez,1974-06-14,S,M,30000.0,0.0,0.0,Partial College,Clerical,1.0,1.0
5277,14146,517,Clayton,Yang,1974-08-25,S,M,30000.0,0.0,0.0,Partial College,Clerical,1.0,1.0
5278,14147,703,Carson,Gonzales,1953-01-25,M,M,60000.0,3.0,1.0,Partial High School,Skilled Manual,1.0,3.0
5279,14148,562,Samantha,Brown,1957-03-18,M,F,60000.0,2.0,0.0,High School,Professional,1.0,2.0
5280,14149,610,Ryan,Simmons,1957-10-06,M,M,60000.0,2.0,0.0,High School,Professional,0.0,2.0
5281,14150,535,Samantha,Griffin,1957-12-15,M,F,60000.0,2.0,0.0,High School,Professional,1.0,2.0
5282,14151,652,Xavier,Jones,1957-11-27,S,M,80000.0,2.0,1.0,Bachelors,Management,1.0,1.0
5283,14152,494,Jasmine,Washington,1956-05-11,S,F,80000.0,2.0,0.0,Partial High School,Skilled Manual,0.0,2.0
5284,14153,643,Maria,Sanders,1956-08-19,S,F,60000.0,2.0,0.0,High School,Professional,1.0,2.0
5285,14154,535,Ryan,Coleman,1965-06-24,S,M,100000.0,4.0,1.0,Bachelors,Management,0.0,4.0
5286,14155,443,Clinton,Serrano,1965-12-06,M,M,110000.0,2.0,2.0,Bachelors,Management,1.0,3.0
5287,14156,470,Theresa,Alonso,1965-01-06,S,F,110000.0,3.0,2.0,Bachelors,Management,1.0,4.0
5288,14157,505,Catherine,Peterson,1965-09-24,S,F,130000.0,1.0,1.0,Graduate Degree,Management,0.0,4.0
5289,14158,550,Destiny,Miller,1964-02-16,S,F,80000.0,4.0,3.0,Bachelors,Management,1.0,1.0
5290,14159,442,Stephanie,Long,1964-03-16,M,F,90000.0,5.0,5.0,Partial College,Professional,1.0,3.0
5291,14160,693,Katelyn,Cooper,1964-07-27,S,F,100000.0,5.0,2.0,Partial College,Professional,1.0,0.0
5292,14161,559,Mackenzie,Stewart,1964-08-23,S,F,100000.0,5.0,2.0,Partial College,Professional,1.0,1.0
5293,14162,516,Isabella,Flores,1964-05-13,M,F,130000.0,3.0,2.0,Bachelors,Management,1.0,3.0
5294,14163,560,Bryan,Morris,1964-11-11,S,M,160000.0,1.0,1.0,Bachelors,Management,0.0,3.0
5295,14164,645,Natalie,Griffin,1956-04-25,M,F,70000.0,3.0,2.0,Partial College,Professional,1.0,0.0
5296,14165,443,Isaac,Parker,1956-08-24,M,M,70000.0,3.0,2.0,Partial College,Professional,0.0,1.0
5297,14166,582,Ashley,Brown,1956-01-18,M,F,70000.0,4.0,3.0,Partial College,Professional,1.0,0.0
5298,14167,667,Miguel,Jenkins,1956-04-03,S,M,70000.0,4.0,3.0,Partial College,Professional,1.0,0.0
5299,14168,546,Elijah,Hughes,1956-11-13,M,M,80000.0,3.0,0.0,Partial College,Professional,0.0,1.0
5300,14169,584,Micheal,Hernandez,1955-04-25,M,M,80000.0,2.0,0.0,Partial High School,Skilled Manual,1.0,2.0
5301,14170,527,Angel,Peterson,1934-09-02,S,M,130000.0,1.0,2.0,Graduate Degree,Management,0.0,3.0
5302,14171,495,Logan,Walker,1963-05-18,M,M,90000.0,0.0,0.0,Partial College,Professional,1.0,1.0
5303,14172,500,Christopher,Rodriguez,1963-03-22,M,M,90000.0,0.0,0.0,Partial College,Professional,1.0,1.0
5304,14173,520,Evan,Gray,1963-11-16,M,M,130000.0,3.0,2.0,Bachelors,Management,1.0,4.0
5305,14174,665,Melissa,Stewart,1962-05-05,M,F,80000.0,5.0,4.0,Partial College,Professional,1.0,2.0
5306,14175,431,Monica,Smith,1962-08-13,M,F,90000.0,5.0,4.0,Partial College,Professional,1.0,4.0
5307,14176,495,Nathan,Chen,1962-10-04,S,M,100000.0,1.0,2.0,Partial College,Professional,1.0,3.0
5308,14177,670,Edward,Flores,1962-06-14,S,M,130000.0,1.0,2.0,Bachelors,Management,0.0,4.0
5309,14178,467,Alberto,Gomez,1961-09-16,M,M,70000.0,5.0,4.0,Partial College,Professional,1.0,3.0
5310,14179,479,Jasmine,Kelly,1961-04-21,M,F,80000.0,5.0,4.0,Partial College,Professional,1.0,3.0
5311,14180,479,Miguel,Thompson,1961-02-05,M,M,80000.0,5.0,4.0,Partial College,Professional,1.0,3.0
5312,14181,507,Ana,Simmons,1961-03-25,S,F,90000.0,4.0,3.0,High School,Professional,1.0,1.0
5313,14182,536,Jesse,Torres,1961-06-22,M,M,90000.0,4.0,3.0,High School,Professional,1.0,1.0
5314,14183,686,Natalie,Simmons,1961-03-05,M,F,90000.0,4.0,3.0,High School,Professional,1.0,2.0
5315,14184,693,Michael,Thomas,1961-04-06,M,M,90000.0,4.0,3.0,High School,Professional,1.0,2.0
5316,14185,469,Peter,Tang,1961-03-25,S,M,110000.0,1.0,3.0,Partial College,Professional,1.0,4.0
5317,14186,538,Jade,Reed,1961-07-08,S,F,130000.0,1.0,3.0,Bachelors,Management,0.0,3.0
5318,14187,547,Angelica,Coleman,1955-10-03,M,F,80000.0,3.0,2.0,Partial College,Professional,1.0,1.0
5319,14188,523,Sydney,Scott,1935-08-15,M,F,50000.0,2.0,0.0,Graduate Degree,Management,1.0,2.0
5320,14189,550,Kevin,Li,1936-01-13,M,M,40000.0,3.0,0.0,Partial College,Professional,1.0,2.0
5321,14190,442,Aidan,Hayes,1936-04-14,M,M,50000.0,2.0,0.0,Graduate Degree,Management,1.0,2.0
5322,14191,573,Allison,Morris,1936-06-14,M,F,60000.0,2.0,0.0,Graduate Degree,Management,1.0,2.0
5323,14192,658,Austin,Gonzales,1936-06-10,S,M,120000.0,1.0,3.0,Graduate Degree,Management,0.0,4.0
5324,14193,597,Janet,Gill,1960-08-01,S,F,90000.0,4.0,3.0,High School,Professional,1.0,3.0
5325,14194,507,Stephanie,Howard,1960-10-08,S,F,90000.0,4.0,3.0,High School,Professional,1.0,4.0
5326,14195,686,Jada,Bell,1954-06-10,S,F,70000.0,3.0,0.0,Partial High School,Skilled Manual,1.0,2.0
5327,14196,470,Alexandra,Wilson,1954-10-20,S,F,70000.0,3.0,0.0,Partial High School,Skilled Manual,0.0,2.0
5328,14197,499,Aaron,Yang,1954-10-24,M,M,60000.0,2.0,0.0,High School,Professional,1.0,2.0
5329,14198,707,Kyle,Perry,1954-03-08,M,M,60000.0,2.0,0.0,High School,Professional,1.0,2.0
5330,14199,670,Michelle,Ramirez,1954-05-09,M,F,60000.0,2.0,0.0,Partial High School,Skilled Manual,1.0,2.0
5331,14200,625,Kyle,Griffin,1953-04-21,M,M,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
5332,14201,551,Nathan,Williams,1952-08-16,M,M,40000.0,3.0,0.0,Partial College,Professional,1.0,2.0
5333,14202,472,Hunter,Gonzalez,1951-03-19,M,M,40000.0,3.0,0.0,Partial College,Professional,1.0,2.0
5334,14203,660,Jonathan,King,1951-07-25,S,M,40000.0,3.0,0.0,Partial College,Professional,1.0,2.0
5335,14204,582,Caroline,Wood,1951-02-23,S,F,40000.0,3.0,0.0,Partial College,Professional,0.0,2.0
5336,14205,560,Kelly,Barnes,1950-09-20,S,F,40000.0,4.0,0.0,Partial College,Professional,0.0,2.0
5337,14206,430,John,Jones,1949-09-14,S,M,30000.0,4.0,0.0,High School,Professional,1.0,2.0
5338,14207,645,Ryan,Bryant,1949-10-06,S,M,30000.0,4.0,0.0,High School,Professional,1.0,2.0
5339,14208,677,Destiny,Moore,1949-02-09,S,F,30000.0,4.0,0.0,High School,Professional,1.0,2.0
5340,14209,625,Daniel,Taylor,1949-10-07,S,M,30000.0,4.0,0.0,High School,Professional,1.0,2.0
5341,14210,695,Emma,Walker,1949-10-04,S,F,30000.0,4.0,0.0,High School,Professional,0.0,2.0
5342,14211,596,Kathryn,Xu,1964-11-25,M,F,60000.0,4.0,4.0,Bachelors,Professional,1.0,2.0
5343,14212,509,Diane,Torres,1964-07-14,M,F,60000.0,4.0,4.0,Bachelors,Professional,1.0,3.0
5344,14213,656,Alberto,Ruiz,1963-07-02,M,M,60000.0,5.0,5.0,Bachelors,Professional,1.0,1.0
5345,14214,613,Cheryl,Gutierrez,1963-09-27,S,F,70000.0,0.0,0.0,Bachelors,Professional,1.0,1.0
5346,14215,613,Roger,Chander,1963-02-04,S,M,70000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
5347,14216,425,Natalie,Gonzalez,1963-02-15,S,F,70000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
5348,14217,628,Rachael,Raman,1963-06-08,S,F,70000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
5349,14218,596,Byron,Martin,1967-10-17,M,M,80000.0,5.0,5.0,Bachelors,Professional,0.0,4.0
5350,14219,632,Christy,Sun,1967-08-19,M,F,90000.0,2.0,2.0,Bachelors,Professional,1.0,0.0
5351,14220,534,Karla,Lal,1967-03-20,M,F,90000.0,4.0,4.0,Bachelors,Professional,0.0,0.0
5352,14221,599,Emily,Anderson,1961-11-22,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5353,14222,519,Erica,Zhu,1961-04-17,S,F,60000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5354,14223,510,Tamara,Kumar,1961-04-21,S,F,60000.0,1.0,0.0,Partial College,Skilled Manual,0.0,1.0
5355,14224,558,Armando,Ortega,1966-03-21,S,M,110000.0,0.0,0.0,Graduate Degree,Management,0.0,3.0
5356,14225,473,Keith,Kumar,1965-03-27,S,M,70000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
5357,14226,628,Alicia,Yuan,1965-04-24,S,F,70000.0,0.0,0.0,Bachelors,Professional,1.0,1.0
5358,14227,634,Robert,Kumar,1965-11-09,S,M,70000.0,0.0,0.0,Bachelors,Professional,1.0,1.0
5359,14228,648,Jaime,Gutierrez,1965-07-23,S,M,80000.0,5.0,5.0,Bachelors,Professional,1.0,4.0
5360,14229,669,Brad,Ashe,1964-10-14,S,M,70000.0,0.0,0.0,Bachelors,Professional,1.0,1.0
5361,14230,553,Autumn,Zhou,1964-03-15,S,F,70000.0,0.0,0.0,Bachelors,Professional,1.0,1.0
5362,14231,425,Sophia,Carter,1964-11-16,S,F,70000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
5363,14232,706,Olivia,Moore,1959-06-22,S,F,90000.0,1.0,0.0,Bachelors,Professional,0.0,1.0
5364,14233,478,Kellie,Blanco,1959-03-13,M,F,100000.0,5.0,0.0,Bachelors,Professional,1.0,1.0
5365,14234,568,Nathaniel,Ward,1959-05-09,M,M,100000.0,4.0,0.0,Bachelors,Professional,1.0,1.0
5366,14235,493,Monica,Patel,1963-10-10,S,F,70000.0,0.0,0.0,Bachelors,Professional,1.0,2.0
5367,14236,634,Monique,Torres,1962-12-28,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5368,14237,512,Lance,Martin,1962-01-09,S,M,70000.0,5.0,4.0,Bachelors,Professional,1.0,2.0
5369,14238,680,Roger,Sun,1962-06-18,M,M,70000.0,5.0,4.0,Partial College,Skilled Manual,1.0,2.0
5370,14239,554,Kristopher,Madan,1962-01-16,M,M,70000.0,5.0,4.0,Partial College,Skilled Manual,1.0,2.0
5371,14240,568,Isabella,Barnes,1962-06-25,M,F,70000.0,5.0,4.0,Partial College,Skilled Manual,1.0,2.0
5372,14241,706,Ross,Rana,1961-08-18,M,M,70000.0,5.0,4.0,Partial College,Skilled Manual,1.0,3.0
5373,14242,425,Aaron,Powell,1958-12-25,M,M,90000.0,2.0,0.0,Bachelors,Professional,1.0,1.0
5374,14243,519,Susan,Hu,1958-04-21,S,F,90000.0,2.0,0.0,Bachelors,Management,0.0,1.0
5375,14244,613,Tonya,Rai,1958-03-08,S,F,100000.0,4.0,0.0,Bachelors,Management,1.0,2.0
5376,14245,634,Jay,Weber,1957-03-07,S,M,70000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
5377,14246,468,Francis,Gutierrez,1936-02-27,S,M,30000.0,2.0,0.0,Partial College,Clerical,0.0,2.0
5378,14247,425,Warren,Lal,1936-06-14,M,M,40000.0,2.0,0.0,Bachelors,Management,1.0,1.0
5379,14248,493,Lindsay,Nara,1960-05-16,M,F,70000.0,5.0,4.0,Partial College,Skilled Manual,1.0,3.0
5380,14249,697,Denise,Madan,1960-03-19,M,F,70000.0,5.0,4.0,Partial College,Skilled Manual,1.0,3.0
